id,search,source,priority,hints,title,authors,year,doi,journal,keywords,abstract,exclude_hint,INCLUDE?,notes
599,A,scopus,HIGH,smart_city,Exploiting smart city IoT for disaster recovery operations,"Suri, N.; Zielinski, Z.; Tortonesi, M.; Fuchs, C.; Pradhan, M.; Wrona, K.; Furtak, J.; Vasilache, D.B.; Street, M.; Pellegrini, V.; Benincasa, G.; Morelli, A.; Stefanelli, C.; Casini, E.; Dyk, M.",2018,10.1109/WF-IoT.2018.8355117,"IEEE World Forum on Internet of Things, WF-IoT 2018 - Proceedings",Disaster Recovery; Information Security (key words); Internet-of-Things; Smart Cities; Emergency services; Personnel; Recovery; Security of data; Smart city; Disaster recovery; Emergency response personnels; Internet of Things (IOT); Key words; Multiple resources; Nongovernmental organizations; Situational awareness; Sources of informations; Internet of things,"Disaster recovery operations are extremely challenging and place significant demands on multiple resources, including local and international emergency response personnel, non-governmental organizations, and the military. In the immediate aftermath of a disaster, one of the most pressing requirements is for situational awareness (SA) so that resources, including personnel and supplies, may be prioritized to have the most impact and help those in the most need. As the recovery operations continue, the SA needs to be continuously updated based on changing conditions in the affected areas. There are many sources of information to provide SA, including reporting by the victims of the disaster as well as observations made by responding personnel. In this context, SA can be significantly enhanced via information obtained from Internet of Things (IoT) devices, especially in a smart city environment. This paper explores the potential to exploit Smart City IoT capabilities to help with disaster recovery operations. © 2018 IEEE.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
604,A,scopus,HIGH,,Algorithmic Surveillance and the Erosion of Privacy: Reconciling National Security and Human Rights in the Digital Era - A Comparative Study of the USA and UAE,"Zahra, A.",2025,10.1109/ICCIKE67021.2025.11318249,"2025 International Conference on Computational Intelligence and Knowledge Economy, ICCIKE 2025",Algorithmic surveillance; Artificial intelligence (AI); Cybersecurity law etc; Data protection; Personal Data Protection Law (PDPL); Right to privacy; Artificial intelligence; Cybersecurity; Privacy-preserving techniques; Algorithmic surveillance; Algorithmics; Artificial intelligence; Cyber security; Cybersecurity law etc; Data protection laws; Human rights; Personal data protection law; Personal data protections; Right to privacies; National security,"The rise of algorithmic surveillance in the United States and the United Arab Emirates presents profound challenges to privacy, due process, and human rights. AI-driven technologies such as predictive policing, facial recognition, and behavioral profiling are deployed under the guise of national security and crime prevention. While the United States has a constitutional and judicial framework that provides some protections for privacy, gaps persist due to decentralization and reliance on private data aggregators. In the UAE, a hybrid legal system grants the state broad discretion over surveillance, raising concerns about transparency and proportionality. This paper critically examines the regulatory, legal, and ethical implications of algorithmic surveillance in both countries, proposing a comparative framework for reconciling national security imperatives with human rights protections. © 2025 IEEE.",,Include,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
615,A,scopus,HIGH,predictive_policing; smart_city,A predictive policing application to support patrol planning in smart cities,"Junior, A.A.; Cacho, N.; Thome, A.C.; Medeiros, A.; Borges, J.",2017,10.1109/ISC2.2017.8090817,"2017 International Smart Cities Conference, ISC2 2017",crime forecasting; patrol planning; smart cities; software architecture; Crime; Forecasting; Law enforcement; Military vehicles; Software architecture; Automatic machines; Multiple machine; Public safety; Spatial granularity; Statistical learning methods; Web-based applications; Smart city,"Recently, patrol planning and other predictive policing strategies were improved for Smart Cities applications. In such public safety context, some police departments have been recording crime events in their databases to compose better strategies to understand and predict crime incidence. This work presents the ROTA-Analytics, a web-based application which aims to provide crime incidence forecasting as outputs. This crime incident forecasting helps patrol supervisors to elaborate the list of predefined locations (points) and staying time at which each police vehicle must patrol. ROTA-Analytics supports multiple machine and statistical learning methods selection to create an environment of crime prediction in different areas of the city. All the phases from time series creation to the automatic machine selection are discussed and exemplified with real data from Natal City in Brazil. Finally, we evaluated our architecture by using two regression strategies for different spatial granularity levels. © 2017 IEEE.",,Include,
616,A,scopus,HIGH,smart_city,Leveraging civilian IoT infrastructures to support warfighting activities in urban environments,"Riberto, G.; Govoni, M.; Stefanelli, C.; Suri, N.; Tortonesi, M.",2018,10.1109/WF-IoT.2018.8355184,"IEEE World Forum on Internet of Things, WF-IoT 2018 - Proceedings",Humanitarian Assistance and Disaster Relief (HADR); Internet-of-Things; Military Operations; Open Data; Smart Cities; Disaster prevention; Emergency services; Highway planning; Human resource management; Military operations; Smart city; Disaster relief; Humanitarian assistances; Internet of Things (IOT); IT infrastructures; Open datum; Relief organizations; Service platforms; Urban environments; Internet of things,"In the last decade, governments and municipalities have been investing large amounts of money to improve the style and quality of life of Smart Cities' citizens. This led to a huge adoption of Internet of Things (IoT) installations producing a wide amount of data. To exploit at best the many advantages of the IoT, Smart Cities have also begun to make that data freely accessible through Open Data services. The combination of IoT and Open Data can bring benefits in different fields, including the military domain. More specifically, Humanitarian Assistance and Disaster Relief (HADR) missions would significantly benefit from the integration of military systems with the civilian IT infrastructure of Smart Cities. In this context, the deluge of data generated by the IoT calls for dedicated solutions to analyze it and disseminate the results. This paper presents an evaluation of the capabilities of SPF, the Fog-as-a-Service platform we designed for tactical environments, in supporting a hypothetical but realistic HADR mission in the Helsinki Smart City. The paper demonstrates how the possibilities brought by the integration of SPF with the Open Data services offered by the city of Helsinki can significantly help the work of the emergency team, in particular with regards to the quick detection of clear and congested roads for relief organization and coordination. © 2018 IEEE.",,Include,
